kategori;berita
hoax;"""Bahaya tanaman penyebab ‘LEUKIMIA’
Anak perexmpuan mertua saya (umur 31 tahun ) baru meninggal semalam disebabkan oleh Leukimia. Almarhum semasa hidupnya meneliti untuk gelar Master in Botanical di kampus USM mengkaji sejenis tumbuhan ini. Rekan satu tim research beliau sudah meninggal setahun yang lalu mengidap penyakit leukimia juga. Almarhum dapat bertahan hingga semalam. Memang hasil penelitiannya telah disahkan oleh pihak kampus USM dan pihak Kementrian Kesehatan bahwa Leukimia itu dapat ditimbulkan dari tumbuhan tersebut. Jadi cerita D Hizzad Bole penyebab kanker darah (Leukimia) ternyata terbukti.

Di China sudah cukup lama diketahui tentang bahaya tanaman ini, tapi hanya diberitakan surat kabar China saja. Sedangkan di tempat kita tanaman ini dirawat & dijadikan tanaman hias di rumah. PERHATIAN DAN WASPADA !!!
Jika ada tanaman ini dirumah, silakan secepatnya musnah dengan membakarnya sebelum tanaman berbunga karena dari bunganya menyebabkan kanker darah (Leukimia). Silahkan share."""
hoax;"""51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno"""
hoax;"""Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno"""
hoax;"""Selamat pagi Kawan. Saya berurai air mata ketika saya harus menyampaikannya kepada teman saya sendiri yang sangat baik kepada saya. Saya termasuk mengagumi sepak terjang, keberanian, dan obsesi yang ia miliki untuk membangun negeri ini. Saya juga seperti teman-temanya yang lain bahwa Jakarta memang membutuhkan sosok seperti dia saat ini. Kasar, tegas, dan pemberani. Karena Jakarta telah menjadi kota metropolis para “pembajak negara”.

Ini Surat Andrea Hirata Untuk Ahok Gubernur DKI Jakarta
Tetapi demi negara dan bangsaku yang tercinta ini, aku terpaksa mengatakan kepadanya bahwa aku meminta kamu untuk tidak menjadi Gubernur Ibukota negaraku Indonesia yang juga negaramu. Karena kamu sekarang tidak lagi berdiri sendiri. Di belakangmu sekarang sudah banyak pihak yang berkepentingan yang amat besar dan jangka panjang. Ada grand design di belakangmu yang tidak bisa kau tolak, Kawan. Dan kamu harus tau dan paham bahwa grand design itu amat menakutkan bagi bangsaku saat ini, yang juga bangsamu.

Saya katakan, kau masih ingat ketika kita bicara di Cikini, akulah orang pertama yang menyumbang ke rekening perjuanganmu untuk berpasangan dengan Jokowi memimpin Jakarta. Bahkan aku mengajak teman-teman lainnya untuk ikut menyumbang. Dan kau sukses. Seiring itu, kita masih sering bercanda melalui BBM. Kita bangga kepadamu Kawan.

Kawanku, kini kau tidak sendirian. Ada grand design di belakangmu yang sangat menakutkan bangsaku ini. Jika kau mundur sebagai calon Gubernur Ibukota negaraku yang juga negaramu, maka aku akan sangat bangga kepadamu dan kau tetap menjadi teman terbaikku yang pernah aku kenal sejak kita remaja di pulau tercinta kita, Belitung.

Tetapi…..tetapi….tetapi, jika kau tetap maju sebagai calon Gubernur Ibukota negaraku yang juga negaramu, maka demi bangsa dan negaraku kau kuanggap sebagai musuhku. Dan aku akan menantang kamu sampai kamu tak berdaya bangkit lagi. Jika diperlukan “perang” maka saya akan berperang habis-habisan melawan kamu sampai kamu kalah dan tak berdaya. Setelah itu, aku akan memeluk kamu Kawan. Dan aku akan meminta maaf, karena aku harus menyelamatkan bangsa dan negaraku dari cengkraman sebuah grand design yang menakutkan bangsaku.

Itulah aku Kawan, sahabatmu. Kita sama-sama punya mimpi besar terhadap bangsa dan negara ini sebagai anak Laskar Pelangi. Pahamilah bahwa saya cinta kamu, saya bangga melihat kamu sekarang. Semoga kamu mengerti sikap saya ini. Terima kasih."""
hoax;"""Media sosial dihebohkan dengan beredarnya foto duit pecahan Rp 200 ribu. Belum jelas dari mana asal-usulnya, namun duit tersebut seolah-olah digambarkan sudah muncul di masyarakat.
Uang tersebut berwarna ungu. Gambarnya seperti layaknya uang asli dengan lukisan dua orang joki yang sedang berkuda. Di pojok atas uang tersebut juga ada gambar kuda dan penunggangnya. Ditambah dengan tulisan ‘dua ratus ribu rupiah’."""
hoax;"""Metode pemerkosaan “Taharrush” mulai diperkenalkan oleh para imigran arab di Eropa

Invasi imigran timur tengah secara besar-besaran ke Eropa membawa sebuah tradisi arab bernama “Taharrush Gamea” yg cukup mengagetkan bagi bangsa Eropa dan belum pernah mereka kenal sebelumnya.

Taharrush merupakan sebuah tradisi permainan kuno bangsa arab dimana seorang perempuan ditelanjangi dan diperkosa ramai-ramai (ala gangbang). Perempuan yg diperkosa tersebut dikerumuni banyak pria yg membentuk formasi lingkaran, sehingga tidak ada orang yang bisa menolong karena terhalang oleh kerumunan.
Dengan metode formasi Taharrush ini, mustahil ada wanita yg tidak bisa diperkosa, dan mustahil ada wanita yg bisa diselamatkan dari pemerkosaan. Karena metode Taharrush ini sudah dikembangkan ribuan tahun efektifitasnya oleh bangsa arab kuno dan kini metode klasik tersebut mulai dibangkitkan lagi di Eropa oleh para imigran.

Dalam budaya arab kuno, memperkosa wanita bukanlah suatu tindak kriminal tingkat tinggi, bahkan pemerkosaan malah dijadikan sebagai suatu jenis permainan bernama Taharrush ini.

Di era arab modern sekalipun, hukuman bagi pemerkosa sangat sulit diterapkan, karena aturan di arab yg mensyaratkan 4 saksi. Jadi bila pemerkosaan dilakukan di ruangan kosong misalnya, mustahil bisa dituntut karena tidak adanya saksi. Begitupula dalam sebuah pemerkosaan berkelompok mustahil juga para pelakunya mau bersaksi melawan rekannya, yg pada akhirnya akan menyebabkan tuntutan pemerkosaan tetap gagal di jalur hukum.

Aturan bangsa arab yg menguntungkan pemerkosa ini disebabkan karena dalam budaya arab terkandung faham “misogyny” yaitu faham yg menganggap perempuan derajatnya lebih rendah daripada pria, dan wanita bisa dianggap seperti budak yg pantas dihukum. Sehingga dalam faham misogyny, seorang pria sangat boleh & sangat berhak memperkosa wanita.

Faham misogyny dalam budaya arab kuno yg dibawa para imigran ini ini tentu sangat mengagetkan bagi bangsa eropa yg menganut faham emansipasi wanita.

Dalam budaya arab kuno, perempuan wajib hukumnya menggunakan busana tertutup. Sehingga perempuan berbusana minim yg banyak berkeliaran di Eropa dianggap sangat boleh & sangat pantas dihukum dengan cara diperkosa. Pemerkosaan secara perseorangan maupun berkelompok (Taharrush) dianggap sebagai “penghukuman” bagi wanita-wanita yg tidak mengenakan busana tertutup.

Dalam video ini terdapat cuplikan video Taharrush yg terjadi di eropa dan juga wanita-wanita korban perkosaan ala Taharrush. Juga ada kesaksian dari reporter wanita cantik yg sempat jadi korban Taharrush"""
hoax;"""Yth. Rekan-rekan semua. Menginformasikan & mengingatkan kepada teman-teman agar tidak lupa bahwa system Big Data Cyber Security (BDCS) Indonesia sdh terpasang, menyusul rencana Wantanas RI (Dewan Pertahanan Nasional) yg akan mengambil semua informasi melalui internet di Indonesia.

Artinya, segala percakapan kita di Cyber Social Media (WA, BBM, Telegram, Line, SMS, dll) akan masuk secara otomatis ke BDCS.

Hindari pengiriman berita yg bersifat sensitif (SARA) dan gambar-gambar pemimpin negara, lambang negara, serta simbol negara untuk bahan kartun, guyonan, ataupun lelucon lainnya.

Polisi internet melaluin teknik internet sistem akan menelusuri sumber pengirim ke grup tsb. Diharapkan kepada rekan-rekan agar dapat saling mengingatkan dan menghindari hal tsb.

Jangan sampai kita berurusan dengan polisi internet ( Cyber Crime Police) hanya karena ingin bercanda dan berlelucon di media sosial.

Semoga kita bisa menggunakan media sosial untuk menyampaikan informasi dalam bentuk tulisan, artikel, ataupun gambar dengan santun dan beretika.

Semoga bermanfaat."""
hoax;"""GUBERNUR PAPUA Lukas Enembe : “Kalau non muslim tidak boleh jadi gubernur DKI atau Presiden Indonesia maka biarkan Papua melanesia merdeka."""
hoax;"""Menteri Energi Jepang Membungkuk Selama 20 Menit sebagai Bentuk Permintaan Maaf"""
hoax;"""Raja Salman danai kampanye PM Israel Netanyahu"""
hoax;"""Gula Jawa Mengandung Formalin"""
hoax;"""Hati2 dgn gula merah / gula jawa !!i
Dari temen2 ITB 71 ….biologi yg akan melanjutkan penelitian ttg gula merah
*Gula Jawa/ Gula Aren/ Gula Merah*
Sepertinya udah cukup buanyak kita denger berita2 ttg penyakit, seperti cancer lach….
yang ternyata pemicu utamanya adalah makanan kita.
Sy belakangan ini baru tahu kalau GULA AREN alias GULA JAWA yang berwarna coklat kayak batu itu mengandung FORMALIN.
Informasi ini saya dapat dari sseorg yang dapat dipercaya, karena dia usahanya jualan jamu dan membuat minuman juice dalam botol tanpa pengawet sedikitpun !
Menariknya racikan minumannya itu pake gula yg namanya Gula-Jawa, yg mana ternyata
setelah diselidiki mengandung formalin….
kemudian dia berusaha
mencari yang tidak mengandung formalin.ternyata tidak ada, alias
hampir semua mengandung formalin.
Akhirnya dia langsung ke petaninya, dia pikir bisa dapat yang free formalin ternyata tidak juga, sebab diberi formalin atas instruksi
para tengkulak, dimana kalau tidak dilakukan maka tidak ada yang mau beli.
Jadi formalin itu sudah diteteskan atau dituangkan diatas pohon.
Memang efek dari formalin itu membuat Gula-Jawa jadi lebih awet dan agak keras (tidak lembek) dan untuk proses memasaknya juga lebih cepet….
Kemudian dia bilang, stop pake formalin.. ntar sy yg beli gulanya saya yang beli gulanya jk para tengkulak itu menolak beli….
Lucunya lg…para petani itu gk berani makan Gula-Jawa buatan sendirinya loch.. karena
dia tahu itu mengandung racun….. sementara kita…
telen terus…racun itu….bodoh ya…
Nach… sebenarnya Gula-Jawa ini diaplikasikan kemana saja yaa?
Oh…ternyata banyak…
(dan ini yang saya tahu), misalnya:
1. Kolak, hampir semua kolak pake Gula-Jawa… jadi yang biasa buka puasa pake kolak, yaa Selametlah meminum… formalin.
2. Kue-kue yang pake Gula-Jawa yaitu roti gambang.
3. Gado-gado & ketoprak.
4. Rujak.
5. Brown sugar dsb.
Untuk mengetahui mana Gula-Jawa yang pakai pengawet formalin bisa
dipakai tips berikut:
1. Ternyata Gula-Jawa yang sehat itu, dirubung lalat dn semut.. seperti halnya daun yang sehat tanpa DDT adalah daun yang ada ulatnya.
Hik hik hik… Ternyata binatang2 itu lbh cerdik drpd kita dlm hal mendeteksi racun/formalin…
2. Pilih Gula-Aren/Jawa yang lembek dan mudah meleleh, karena yang pakai formalin itu membuatnya menjadi keras.
3. Gula -Aren/Jawa yang tidak pakai pengawet itu harum…
4. Yg pasti…Yg tidak pakai pengawet…Gula-Jawa itu harus baik kemasannya karena mudah rusak.
Nach… Selamat mencari Gula-Jawa yang asli tanpa formalin….
Yach.. ternyata banyak sekali orang memasukkan racun dalam makanan
secara sengaja sekedar mencari keuntungan.. . yang ujung-ujungnya
bisa menimbulkan berbagai macam penyakit terutama KANKER…
Herannya…
Badan Pemerintah yang berwenang ngurusin masalah makanan… kok gak bisa berkutik yaa?
Mudah-mudahan BERMANFAAT.!!!"""
hoax;"""Nusron Wahid Siap Diludahi Jika Peserta Aksi 212 Lebih dari 1000 Orang"""
hoax;"""Nusron Wahid: “kalau Peserta Aksi 212 Lebih dari Seribu Orang Ludahi Muka Saya"""
hoax;"""Portal daring Posmetro memberitakan bahwa Angola melarang Islam."""
hoax;"""Tito Karnavian Dan Ahok Minum Miras Bersama"""
hoax;"""MOHON SEBARKAN! 1 KALI ANDA MEMBAGIKAN KIRIMAN INI MAKA AKAN MENOLONG JUTAAN MANUSIA!

STOP!! Jajanan “Apollo” Ini Terbukti Mengandung Babi, Untuk Ummat Muslim Jangan Konsumsi Lagi! Tolong Bantu Sebarkan ….."""
hoax;"""ACEH BOIKOT NASDEM.,.SURYA PALOH ATAU SURYA PALEH
PENGHIANAT AGAMA,.,JANGAN LAGI NGAKU PUTRA ACEH,,ANDA PUTRA YAHUDI"""
hoax;"""Salib Bersinar Di Langit Monas Kala Aksi 212"""
hoax;"""Penampakan tanda salib di langit Jakarta di dekat monas setelah usai aksi demonstrasi damai 212 berlangsung. Yesus sang raja damai telah hadir. Percayalah Indonesia sedang di lawat oleh Tuhan Yesus.

yang percaya katakan Amin"""
hoax;"""Udah MAKIN JELAS kan ?

Tidak hanya rakyat, …..

TNI, Polri, Satpam, PNS, Ormas, Parpol plat merah, Karyawan dan keluarganya, perusahaan, bahkan Rumah Sakit pun DIPAKSA REPOT karena DIWAJIBKAN oleh penguasa untuk ngikut Aksi 412.

Bahkan rakyat yang sedang berolahraga bersama keluarga pun ditunggani untuk menggandakan jumlah peserta Aksi 412 agar terlihat masif.

Ada yang tau maksudnya gak ya ?"""
hoax;"""Vaksin Kanker Serviks Menyebabkan Menopause Dini"""
hoax;"""Suara Klakson ‘Om Telolet Om’ Yang Berarti Saya Yahudi"""
hoax;"""Belanja Di Indomaret / Alfamart Dipotong 100 Rupiah Untuk Donasi Kampanye Ahok"""
hoax;"""ini ke mana PERURI yang notabene tempat cetak uang resmi d NKRI kok cetak uang baru malah di kudus.... ini pelanggaran keras terhadap hukum di Indonesia
ini yg cetak sekarang namanya PT Pura Barutama d KUDUS Nama pemiliknya Jacobus Busono Bukan di cetak di China, tetapi di Kudus, percetakannya milik orang China... pemiliknya pengusaha China... SUBHANAULLOH.... tuh pengusahanya"""
hoax;"""Sebelum Tahun 1960 Tak Pernah Dijumpai Nama Hari Yang Bertuliskan Minggu Selalu Tertulis Hari Ahad"""
hoax;"""Kronologis kata *AHAD* diganti *MINGGU*
(By _akhina fillah_ Ustadz Moh. Toha).
Alkisah; Sebelum thn 1960, tak pernah dijumpai nama hari yg bertuliskan *Minggu* selalu tertulis hari *Ahad*. Begitu juga penanggalan di kalender tempo dulu, masyarakat Indonesia tdk mengenal sebutan *Minggu*.
(dan seterusnya, silakan kunjungi tautan sumber pembahasan pada Forum Anti Fitnah, Hasut dan Hoax yang disertakan dibawah karena teksnya cukup panjang)
Kronologis kata *AHAD* diganti *MINGGU*
(By _akhina fillah_ Ustadz Moh. Toha).
Alkisah; Sebelum thn 1960, tak pernah dijumpai nama hari yg bertuliskan *Minggu* selalu tertulis hari *Ahad*. Begitu juga penanggalan di kalender tempo dulu, masyarakat Indonesia tdk mengenal sebutan *Minggu*.
(dan seterusnya, silakan kunjungi tautan sumber pembahasan pada Forum Anti Fitnah, Hasut dan Hoax yang disertakan dibawah karena teksnya cukup panjang)
""Kronologis kata *AHAD* diganti *MINGGU*
(By _akhina fillah_ Ustadz Moh. Toha).
Alkisah; Sebelum thn 1960, tak pernah dijumpai nama hari yg bertuliskan *Minggu* selalu tertulis hari *Ahad*. Begitu juga penanggalan di kalender tempo dulu, masyarakat Indonesia tdk mengenal sebutan *Minggu*.
(dan seterusnya, silakan kunjungi tautan sumber pembahasan pada Forum Anti Fitnah, Hasut dan Hoax yang disertakan dibawah karena teksnya cukup panjang)"""
hoax;"""Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua"""
hoax;"""Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!

Trus kita bagaimana nih

Saya menyaksikan dg mata kepala sendiri ?

Temen2 mahasiswa kesehatan ada yg sdh cek, seluruh bahan aice ternyata kimia semua, gk ada bahan asli dari buah segarnya, ikut prihatin, anak2 kecil pd suka, krn enak dan murah."""
hoax;"""Uang Terbitan Baru 2016 Memiliki Logo Alu Parit"""
hoax;"""BAHAYA PENYAKIT LEUKIMIA !!!!

Adik ipar saya umur 31 tahun baru meninggal semalam disebabkan oleh Leukimia. Almarhum semasa hidupnya meneliti untuk gelar Master in Botanical di kampus USM mengkaji sejenis tumbuhan ini. Rekan satu tim research beliau sudah meninggal setahun yang lalu mengidap penyakit leukimia juga. Almarhum dapat bertahan hingga semalam. Memang hasil penelitiannya telah disahkan oleh pihak kampus USM dan pihak Kementrian Kesehatan bahwa Leukimia itu dapat ditimbulkan dari tumbuhan tersebut. Jadi cerita D Hizzad Bole penyebab kanker darah (Leukimia) ternyata terbukti.

Di China sudah cukup lama diketahui tentang bahaya tanaman ini, tapi hanya diberitakan surat kabar China saja. Sedangkan di tempat kita tanaman ini dirawat & dijadikan tanaman hias di rumah. PERHATIAN DAN WASPADA !!!
Jika ada tanaman ini dirumah, silakan secepatnya musnah dengan membakarnya sebelum tanaman berbunga karena dari bunganya menyebabkan kanker darah (Leukimia). Silakan share."""
hoax;"""FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora"""
hoax;"""Minuman White Koffie Mengandung Babi"""
hoax;"""Lihat gambar untuk lebih jelas nya. Intinya ada foto cewek dengan puluhan hp di depanya, diklaim sebagai tukang fitnah yang menggunakan banyak akun."""
hoax;"""1. Jika Kami Menang Gereja di Jakarta Harus Lebih Besar dari Istiqlal
2. Ahok: Saya Ingin Jakarta Punya Gereja Seluas Vatikan Roma Bebas Masuk Untuk Semua Agama"""
hoax;"""Pencabutan sertifikasi halal untuk McD, KFC, Pizza Hut, & Dominos"""
hoax;"""ewan Yudisial Muslim (MJC) dan IQSA telah mencabut sertifikasi dari McDonald, KFC, dominos & pizza hut.

Menurut kajian staf dapur di Florida, amerika, bahan-bahan McDonald telah memperlihatkan bukti positif mengandung bahan dari daging babi yg disebut “LM10” yg digunakan di dalam mayones McDonald.

Para pejabat resmi McDonald Afrika selatan telah memastikan bahwa seluruh bahan baku saus diimpor dari amerika. Para pelanggan Muslim dihimbau untuk tidak mengkonsumsi McDonald.

Dewan Yudisial Muslim (MJC) dan IQSA juga telah menarik sertifikasi di seluruh penjuru negeri. Ini sekarang menjadi tugas anda memberitahukan orang lain….

Jangan abaikan pesan ini, karena Anda akan berdosa jika tidak ikut menyebarkankannya kepada orang lain. Mereka yg memakannya berarti makan makanan haram. Jadi mohon beritahukanlah kepada yg lainnya.

Pesan WA yg diteruskan"""
hoax;"""Mengkonsumsi Sayap dan Ceker Ayam yang Disuntik Hormon Dapat Menyebabkan Kanker"""
hoax;"""“SAYAP & CEKER AYAM ? ”

Entah Anda sudah menikah atau belum

menikah, maka perempuan harus berhati².

Baru² ini artis Tionghoa Xia Yi divonis

tumbuh LISTS dalam rahim (kista coklat)

dan Hu Qing Wen melakukan operasi

tumor yg penuh dengan darah, dan

darahnya berwarna hitam gelap. Mereka

berpikir bahwa setelah operasi akan

sembuh, tetapi hanya beberapa bulan

kambuh lagi, sehingga akhirnya mereka

melakukan konsultasi ke ginekolog.

Dokter Ginekolog tsb kemudian bertanya :

“Apakah Anda suka makan sayap ayam,

dia sangat terkejut ?

“Loh, koq dokter bisa tahu kesukaanku ?

“Hormon pertumbuhan (growth-hormone)

ayam ataupun antibiotiknya, selalu

diinjeksi di bagian sayap, atau leher

ayam. Sementara kaki Ayam tempat

menimbun “end product” antibiotik dan

turunan “second hormonal” Dokter tsb

meneruskan : Karena itu kegemaran

makan sayap ayam atau kaki, akan serta

merta menambah sekresi hormon bagi

wanita. Akibatnya “second hormonal” tsb

akan terakumulasi menjadi TOXIN yg

ujung²nya menjadi karsinogen, sehingga

wanita pengkonsumsi SAYAP + KAKI

ayam sangat rentan terkena kanker yg

berkenaan dengan kelenjar hormonal

seperti : kanker rahim, cervix dan

payudara. Oleh karena itu, kami

menyarankan Anda jangan “banyak”

mengkonsumsi sayap ayam atau kakinya.

Saat ini 80% wanita memiliki fibroid

rahim dan mudah untuk mendapatkan

kista coklat tersebut.

Ketika Anda Melihat pesan ini, Apa yg

akan Anda lakukan ?

Meneruskannya kepada teman dan

keluarga di sekitar (teman² terutama

perempuan). Atau mengabaikan dan

skeptis ?

Ekspektasi saya : Jika di friend-list anda

ada ribuan Teman, cukup 10 orang saja

yg me-re-share ulang, sehingga minimal

juga ada 10 orang yg baca. Snow ball

effect, siapa tau di kelipatan kesekian ada

yg TERTOLONG Karena anda peduli…

indahnya berbagi..

salam…"""
